(simulator.cpp):  --  INFO: Simulator started. Log file opened.
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 9.3880 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:33
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 9.4020 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 0, Time: 01:34
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:34
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 9.4160 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:35
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 9.7300 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:36
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 10.0440 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 0, Time: 01:37
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 0.15 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:37
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 10.3580 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:38
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 10.3720 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:39
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 10.3860 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:40
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 10.4000 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:41
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 10.4140 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:42
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 10.4280 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:43
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 10.4420 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 0, Time: 01:44
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:44
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 10.4560 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:45
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 10.7700 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:46
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 11.0840 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 0, Time: 01:47
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 0.165 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:47
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 11.3980 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:48
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 11.4120 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:49
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 11.4260 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:50
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 11.4400 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:51
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 11.4540 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:52
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 11.4680 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:53
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 11.4820 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 0, Time: 01:54
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:54
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 11.4960 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:55
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 11.8100 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:56
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 12.1240 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 0, Time: 01:57
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 0.18 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:57
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 12.4380 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:58
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 12.4520 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 01:59
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 12.4660 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:00
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 12.4800 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:01
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 12.4940 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:02
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 12.5080 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:03
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 12.5220 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 0, Time: 02:04
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:04
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 12.5360 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:05
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 12.8500 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:06
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 13.1640 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 0, Time: 02:07
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 0.195 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:07
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 13.4780 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:08
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 13.4920 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:09
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 13.5060 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:10
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 13.5200 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:11
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 13.5340 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:12
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 13.5480 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:13
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 13.5620 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 0, Time: 02:14
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:14
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 13.5760 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:15
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 13.8900 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:16
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 14.2040 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 0, Time: 02:17
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 0.21 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:17
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 14.5180 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:18
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 14.5320 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:19
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 14.5460 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:20
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 14.5600 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:21
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 14.5740 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:22
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 14.5880 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:23
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 14.6020 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 0, Time: 02:24
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:24
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 14.6160 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:25
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 14.9300 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:26
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 15.2440 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 0, Time: 02:27
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 0.225 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:27
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 15.5580 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:28
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 15.5720 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:29
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 15.5860 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:30
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 15.6000 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:31
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 15.6140 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:32
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 15.6280 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:33
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 15.6420 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 0, Time: 02:34
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:34
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 15.6560 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:35
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 15.9700 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:36
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 16.2840 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 0, Time: 02:37
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 0.24 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:37
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 16.5980 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:38
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 16.6120 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:39
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 16.6260 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:40
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 16.6400 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:41
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 16.6540 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:42
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 16.6680 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:43
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 16.6820 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 0, Time: 02:44
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:44
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 16.6960 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:45
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 17.0100 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:46
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 17.3240 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 0, Time: 02:47
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 0.255 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:47
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 17.6380 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:48
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 17.6520 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:49
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 17.6660 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:50
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 17.6800 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:51
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 17.6940 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:52
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 17.7080 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:53
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 17.7220 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 0, Time: 02:54
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:54
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 17.7360 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:55
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 18.0500 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:56
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 18.3640 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 0, Time: 02:57
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 0.27 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:57
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 18.6780 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:58
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 18.6920 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 02:59
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 18.7060 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 03:00
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 18.7200 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 03:01
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 18.7340 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 03:02
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 18.7480 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 03:03
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 18.7620 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 0, Time: 03:04
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 0, Time: 03:04
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 18.7760 kWh
